Make,Price,Kilometer,Fuel Type,Transmission,Location,Color,Owner,Seller Type,Engine,Max Power,Max Torque,Drivetrain,Length,Width,Height,Seating Capacity,Fuel Tank Capacity,Age
Audi,1839000,110000,Diesel,Automatic,Mumbai,Blue,First,Individual,1968,174,380,AWD,4385.0,1831.0,1608.0,5.0,64.0,8
Skoda,1500000,70000,Petrol,Automatic,Raipur,White,Second,Individual,1798,177,250,FWD,4861.0,1864.0,1483.0,5.0,66.0,9
Audi,2100000,42000,Diesel,Automatic,Gurgaon,Silver,First,Individual,1968,184,380,AWD,4385.0,1831.0,1608.0,5.0,64.0,8
Volkswagen,345000,70000,Diesel,Manual,Faridabad,Red,First,Individual,1498,89,230,FWD,3971.0,1682.0,1469.0,5.0,45.0,10
Honda,850000,52890,Petrol,Manual,Gurgaon,Silver,First,Individual,1497,117,145,FWD,4440.0,1695.0,1495.0,5.0,40.0,7
Hyundai,1425000,72870,Diesel,Automatic,Mumbai,White,First,Corporate,1582,126,260,FWD,4270.0,1780.0,1665.0,5.0,55.0,7
Hyundai,675000,48591,Petrol,Manual,Hyderabad,White,First,Individual,1197,82,115,FWD,3985.0,1734.0,1505.0,5.0,45.0,8
Mahindra,925000,60888,Diesel,Manual,Jalandhar,Silver,First,Individual,1497,115,300,FWD,3995.0,1821.0,1627.0,5.0,42.0,6
Hyundai,210000,48000,Petrol,Manual,Lucknow,Red,First,Individual,814,55,75,FWD,3495.0,1550.0,1500.0,5.0,32.0,11
Tata,760000,20251,Petrol,Manual,Pune,Grey,First,Individual,1198,108,170,FWD,3994.0,1811.0,1607.0,5.0,44.0,7
Hyundai,640000,49000,Diesel,Manual,Mumbai,White,First,Individual,1582,126,260,FWD,4375.0,1700.0,1475.0,5.0,43.0,10
Maruti Suzuki,340000,66000,Petrol,Manual,Meerut,White,First,Individual,1197,85,114,FWD,3850.0,1695.0,1530.0,5.0,42.0,12
Land Rover,5995000,54200,Diesel,Automatic,Indore,White,First,Individual,1999,177,430,AWD,4600.0,2069.0,1724.0,7.0,70.0,5
Honda,695000,51292,Petrol,Manual,Thane,White,First,Individual,1497,117,145,FWD,4440.0,1695.0,1495.0,5.0,40.0,8
Ford,465000,89000,Diesel,Manual,Jaipur,Orange,Second,Individual,1498,99,215,FWD,3886.0,1695.0,1525.0,5.0,40.0,10
Toyota,735000,55000,Petrol,Manual,Jaipur,Silver,First,Individual,1197,82,113,FWD,3995.0,1745.0,1510.0,5.0,37.0,6
Mercedes-Benz,1300000,71000,Petrol,Automatic,Dehradun,Red,Third,Individual,1991,181,300,RWD,5063.0,1860.0,1494.0,5.0,80.0,37
Hyundai,1848999,20000,Diesel,Manual,Karnal,White,First,Individual,1493,113,250,FWD,4500.0,1790.0,1675.0,7.0,50.0,4
Honda,685000,68500,Petrol,Manual,Ahmedabad,Bronze,First,Individual,1497,117,145,FWD,4440.0,1695.0,1495.0,5.0,40.0,9
Hyundai,875000,99000,Diesel,Automatic,Delhi,White,First,Corporate,2199,194,437,AWD,4690.0,1880.0,1690.0,7.0,64.0,11
Toyota,2039999,110000,Diesel,Automatic,Delhi,Bronze,First,Corporate,2755,172,360,RWD,4735.0,1830.0,1795.0,7.0,55.0,7
Toyota,700000,19244,Petrol,Manual,Zirakpur,Red,First,Individual,1197,82,113,FWD,3995.0,1745.0,1510.0,5.0,37.0,6
Maruti Suzuki,550000,19000,Petrol,Manual,Varanasi,Blue,First,Individual,1197,82,113,FWD,3655.0,1620.0,1675.0,5.0,32.0,5
Hyundai,825000,75000,Diesel,Automatic,Delhi,Silver,Second,Individual,2199,194,437,AWD,4690.0,1880.0,1690.0,7.0,64.0,10
Toyota,3100000,29000,Diesel,Manual,Bangalore,White,First,Individual,2393,148,343,RWD,4735.0,1830.0,1795.0,7.0,55.0,4
Audi,1400000,60000,Diesel,Automatic,Pune,Grey,Second,Individual,1968,177,380,FWD,4915.0,1874.0,1455.0,5.0,65.0,12
Maruti Suzuki,425000,80000,Petrol,Manual,Noida,White,Second,Individual,1197,85,114,FWD,3850.0,1695.0,1530.0,5.0,42.0,10
Lexus,4375000,54500,Petrol,Automatic,Delhi,Black,Second,Individual,2494,194,210,AWD,4640.0,1845.0,1645.0,5.0,56.0,7
Toyota,3000000,38000,Diesel,Automatic,Mumbai,Purple,First,Individual,2393,148,360,RWD,4735.0,1830.0,1795.0,7.0,55.0,4
Mercedes-Benz,6600000,16785,Petrol,Automatic,Bangalore,White,First,Individual,1991,194,320,RWD,4658.0,1890.0,1644.0,5.0,66.0,4
Maruti Suzuki,640000,52000,Diesel,Manual,Delhi,Blue,Second,Individual,1248,89,200,FWD,3995.0,1790.0,1640.0,5.0,48.0,9
Hyundai,275000,76000,CNG,Manual,Delhi,White,First,Individual,1086,62,96,FWD,3565.0,1525.0,1590.0,5.0,35.0,12
Hyundai,695000,42678,Petrol,Manual,Mumbai,Blue,First,Individual,1197,82,115,FWD,3985.0,1734.0,1505.0,5.0,45.0,6
Honda,245000,95000,Petrol,Automatic,Gurgaon,Grey,Second,Individual,1497,118,146,FWD,4420.0,1695.0,1480.0,5.0,42.0,15
Renault,690000,65000,Diesel,Manual,Delhi,Grey,Second,Individual,1461,108,248,FWD,4315.0,1822.0,1695.0,5.0,50.0,9
Volkswagen,1500000,31000,Petrol,Automatic,Hyderabad,Silver,First,Individual,999,114,178,FWD,4221.0,1760.0,1612.0,5.0,50.0,4
Maruti Suzuki,270000,82682,Petrol,Manual,Pune,White,First,Individual,998,67,90,FWD,3620.0,1475.0,1460.0,5.0,35.0,11
Hyundai,545000,70500,Diesel,Manual,Jamshedpur,White,First,Individual,1396,89,220,FWD,3995.0,1760.0,1555.0,5.0,45.0,9
MG,1875000,10000,Petrol,Automatic,Faridabad,Red,First,Individual,1451,141,250,FWD,4720.0,1835.0,1760.0,6.0,60.0,4
Renault,254999,57159,Petrol,Manual,Varanasi,Silver,First,Individual,799,53,72,FWD,3679.0,1579.0,1478.0,5.0,28.0,9
Land Rover,2785000,120000,Diesel,Automatic,Delhi,Blue,First,Individual,2993,245,600,AWD,4838.0,1915.0,1837.0,7.0,82.0,9
Mahindra,1800000,17000,Diesel,Manual,Pune,Black,First,Individual,2184,130,300,AWD,3985.0,1820.0,1844.0,4.0,57.0,4
Honda,475000,40000,Petrol,Automatic,Pune,Red,Second,Individual,1497,116,146,FWD,4440.0,1695.0,1485.0,5.0,42.0,13
Hyundai,650000,58100,Petrol,Manual,Lucknow,White,First,Individual,1197,82,115,FWD,3985.0,1734.0,1505.0,5.0,45.0,5
Toyota,1199000,12749,Diesel,Manual,Kolkata,Grey,First,Individual,2982,169,343,AWD,4705.0,1840.0,1850.0,7.0,80.0,13
Hyundai,650000,83466,Diesel,Automatic,Jaipur,White,First,Individual,2199,195,436,AWD,4660.0,1890.0,1760.0,7.0,70.0,12
Mahindra,795000,86000,Diesel,Manual,Purnea,White,Second,Individual,2523,75,200,RWD,4456.0,1820.0,1930.0,8.0,60.0,10
Mercedes-Benz,2385000,60921,Petrol,Automatic,Pune,Black,Second,Individual,1991,181,300,RWD,4686.0,1810.0,1442.0,5.0,66.0,10
Audi,1700000,78000,Diesel,Automatic,Ahmedabad,Brown,First,Individual,1968,174,380,AWD,4629.0,1898.0,1653.0,5.0,75.0,11
Hyundai,380000,53000,Petrol,Manual,Mumbai,Grey,First,Corporate,1591,121,158,FWD,4370.0,1700.0,1475.0,5.0,43.0,13
Renault,295000,34736,Petrol,Manual,Hyderabad,Red,First,Individual,999,67,91,FWD,3679.0,1579.0,1478.0,5.0,28.0,9
Tata,1750000,14400,Diesel,Manual,Ahmedabad,Silver,First,Individual,1956,168,350,FWD,4598.0,1894.0,1706.0,5.0,50.0,5
Mahindra,525000,85000,Diesel,Manual,Ambala Cantt,Green,Second,Individual,2498,105,247,AWD,3920.0,1710.0,1930.0,7.0,60.0,10
Audi,2180000,77590,Petrol,Automatic,Delhi,Blue,First,Individual,1395,148,250,FWD,4456.0,1796.0,1416.0,5.0,50.0,7
Ford,8000000,25000,Petrol,Automatic,Chennai,Black,Third,Individual,4951,396,515,RWD,4784.0,2080.0,1391.0,4.0,60.9,8
Jaguar,4325000,40545,Diesel,Automatic,Ahmedabad,Grey,First,Individual,1999,177,430,AWD,4731.0,2071.0,1651.0,5.0,82.0,7
Maruti Suzuki,155000,56852,CNG,Manual,Kanpur,Gold,Second,Individual,796,39,54,FWD,3495.0,1475.0,1460.0,5.0,35.0,16
Maruti Suzuki,735000,42000,Petrol,Automatic,Mumbai,Blue,First,Individual,1197,82,113,FWD,3995.0,1735.0,1515.0,5.0,37.0,7
Skoda,900000,55000,Petrol,Automatic,Pune,Grey,Second,Individual,1598,104,153,FWD,4413.0,1699.0,1466.0,5.0,55.0,7
Skoda,795000,53000,Petrol,Automatic,Delhi,White,Second,Individual,1798,158,250,FWD,4838.0,1817.0,1482.0,5.0,60.0,11
MINI,3300000,17000,Diesel,Automatic,Delhi,Green,First,Individual,1496,114,270,FWD,3821.0,1727.0,1414.0,5.0,44.0,7
Toyota,3775000,50000,Diesel,Automatic,Mumbai,White,First,Individual,2755,174,450,RWD,4795.0,1855.0,1835.0,7.0,80.0,5
Maruti Suzuki,725000,75793,Diesel,Manual,Navi Mumbai,White,First,Individual,1248,89,200,FWD,3995.0,1790.0,1640.0,5.0,48.0,8
Volvo,994999,89311,Diesel,Automatic,Hyderabad,White,First,Individual,1984,165,400,FWD,4635.0,1865.0,1484.0,5.0,67.5,13
Maruti Suzuki,785000,80000,Diesel,Manual,Mohali,Grey,First,Individual,1248,89,200,FWD,3995.0,1790.0,1640.0,5.0,48.0,7
Porsche,7500000,38000,Petrol,Automatic,Ahmedabad,Blue,First,Individual,2995,349,480,AWD,4696.0,1923.0,1624.0,5.0,65.0,5
Toyota,2799000,69500,Diesel,Automatic,Delhi,White,Second,Individual,2755,174,450,RWD,4795.0,1855.0,1835.0,7.0,80.0,6
Maruti Suzuki,390000,66794,Petrol,Manual,Kolkata,Others,First,Individual,998,67,90,FWD,3599.0,1495.0,1700.0,5.0,35.0,7
Porsche,9000000,27000,Petrol,Automatic,Hyderabad,Red,First,Corporate,1984,248,370,AWD,4696.0,1923.0,1624.0,5.0,65.0,6
Maruti Suzuki,675000,35616,Petrol,Automatic,Pune,Blue,First,Individual,1197,83,115,FWD,3995.0,1745.0,1500.0,5.0,37.0,8
Maruti Suzuki,320000,64000,Petrol,Manual,Ranchi,Blue,First,Individual,1196,73,101,RWD,3675.0,1475.0,1800.0,5.0,40.0,10
Maruti Suzuki,840000,7000,Petrol,Automatic,Chennai,Maroon,First,Individual,1197,83,115,FWD,3995.0,1745.0,1500.0,5.0,37.0,5
Maruti Suzuki,310000,45000,Petrol,Manual,Ranchi,Brown,First,Individual,998,67,90,FWD,3599.0,1495.0,1700.0,5.0,35.0,10
Maruti Suzuki,795000,9000,Petrol,Manual,Delhi,Grey,First,Individual,1373,94,130,FWD,4296.0,1695.0,1685.0,7.0,45.0,8
Maruti Suzuki,310000,67738,CNG,Manual,Delhi,White,Second,Individual,998,58,77,FWD,3599.0,1495.0,1700.0,5.0,35.0,10
Toyota,860000,11030,Petrol,Manual,Bangalore,Blue,First,Individual,1197,82,113,FWD,3995.0,1745.0,1510.0,5.0,37.0,4
Hyundai,390000,49123,Petrol,Manual,Patna,White,First,Individual,1197,79,112,FWD,3585.0,1595.0,1550.0,5.0,35.0,10
Maruti Suzuki,520000,46000,Diesel,Manual,Bhubaneswar,White,First,Individual,1248,74,190,FWD,3995.0,1695.0,1555.0,5.0,42.0,7
Maruti Suzuki,675000,64000,Diesel,Manual,Lucknow,White,First,Individual,1248,89,200,FWD,3995.0,1790.0,1640.0,5.0,48.0,7
Maruti Suzuki,475000,7942,Petrol,Manual,Thane,Red,First,Individual,998,67,90,FWD,3565.0,1520.0,1564.0,5.0,27.0,4
Maruti Suzuki,265000,52100,Petrol,Manual,Lucknow,White,First,Individual,796,47,69,FWD,3395.0,1490.0,1475.0,5.0,35.0,8
Skoda,950000,32809,Diesel,Manual,Coimbatore,Silver,First,Individual,1598,105,250,FWD,4386.0,1699.0,1466.0,5.0,55.0,6
Toyota,1750000,101000,Diesel,Automatic,Jalandhar,White,First,Individual,2982,169,360,RWD,4705.0,1840.0,1850.0,7.0,80.0,11
Audi,2225000,40500,Diesel,Automatic,Mumbai,White,First,Individual,1968,141,320,FWD,4456.0,1796.0,1416.0,5.0,50.0,9
Jeep,1748999,25700,Petrol,Manual,Karnal,Black,First,Corporate,1368,160,250,FWD,4395.0,1818.0,1640.0,5.0,60.0,4
Mercedes-Benz,2250000,85000,Diesel,Automatic,Delhi,White,Second,Individual,2143,203,500,AWD,4804.0,2141.0,1796.0,5.0,70.0,11
Hyundai,690000,17268,Petrol,Manual,Nashik,Red,First,Individual,1197,82,115,FWD,3985.0,1734.0,1505.0,5.0,45.0,8
Maruti Suzuki,561000,68000,Petrol,Manual,Noida,Brown,First,Individual,1197,83,115,FWD,3995.0,1745.0,1500.0,5.0,37.0,8
Maruti Suzuki,595000,44100,Petrol,Automatic,Mumbai,Silver,First,Corporate,1197,83,115,FWD,3995.0,1695.0,1555.0,5.0,42.0,8
Hyundai,450000,23000,Petrol,Manual,Ahmedabad,Brown,First,Individual,1197,83,113,FWD,3995.0,1710.0,1505.0,5.0,45.0,11
Mercedes-Benz,4590000,95786,Diesel,Automatic,Delhi,Black,First,Individual,2143,201,500,AWD,4819.0,2141.0,1796.0,5.0,93.0,7
Audi,2150000,95401,Diesel,Automatic,Bangalore,Black,First,Individual,1968,174,380,AWD,4385.0,1831.0,1608.0,5.0,64.0,9
Kia,1850000,7000,Petrol,Automatic,Bangalore,Black,First,Individual,1353,138,242,FWD,4315.0,1800.0,1645.0,5.0,50.0,5
Hyundai,1175000,24000,Petrol,Automatic,Mumbai,White,First,Individual,1999,150,192,FWD,4620.0,1800.0,1465.0,5.0,50.0,8
Hyundai,400000,41273,Petrol,Manual,Mumbai,White,First,Individual,1495,94,125,FWD,4250.0,1670.0,1370.0,5.0,45.0,10
Hyundai,1100000,65954,Diesel,Manual,Pune,Red,First,Individual,1582,126,260,FWD,4270.0,1780.0,1665.0,5.0,55.0,7
Hyundai,395000,28000,Petrol,Manual,Mumbai,Maroon,First,Individual,1197,79,112,FWD,3585.0,1595.0,1550.0,5.0,35.0,9
Maruti Suzuki,425000,38848,Petrol,Manual,Panchkula,Silver,First,Individual,998,67,90,FWD,3565.0,1520.0,1564.0,5.0,27.0,4
Toyota,2190000,30000,Diesel,Manual,Chennai,Maroon,First,Individual,2393,148,343,RWD,4735.0,1830.0,1795.0,7.0,55.0,8
Lexus,4800000,27000,Hybrid,Automatic,Mumbai,Blue,First,Individual,2487,176,221,FWD,4975.0,1865.0,1445.0,5.0,50.0,5
Maruti Suzuki,421000,69000,Petrol,Manual,Faridabad,Grey,First,Individual,1197,83,115,FWD,3995.0,1695.0,1555.0,5.0,42.0,8
Hyundai,560000,22700,Petrol,Manual,Mumbai,Red,First,Individual,1197,82,115,FWD,3995.0,1760.0,1555.0,5.0,45.0,9
Audi,3250000,41000,Diesel,Automatic,Hyderabad,White,Second,Individual,1968,184,380,AWD,4385.0,1831.0,1608.0,5.0,64.0,6
Mahindra,875000,100000,Diesel,Manual,Mumbai,Red,Second,Individual,2179,120,280,RWD,4456.0,1820.0,1995.0,8.0,60.0,11
Maruti Suzuki,899000,13066,Petrol,Manual,Bangalore,Grey,First,Individual,1373,91,130,FWD,4490.0,1730.0,1485.0,5.0,43.0,7
Renault,425000,75000,Diesel,Manual,Kanpur,Black,First,Individual,1461,84,200,FWD,4315.0,1822.0,1695.0,5.0,50.0,10
Maruti Suzuki,425000,53241,Petrol,Manual,Mirzapur,Grey,First,Individual,998,67,90,FWD,3565.0,1520.0,1564.0,5.0,27.0,6
MINI,3875000,12000,Petrol,Automatic,Delhi,Green,First,Individual,1998,189,280,FWD,4299.0,1822.0,1557.0,5.0,47.0,4
Honda,500000,65000,Petrol,Manual,Chennai,Brown,First,Individual,1497,116,146,FWD,4440.0,1695.0,1485.0,5.0,42.0,12
Toyota,1225000,97000,Diesel,Manual,Jalandhar,White,Second,Individual,2982,169,343,RWD,4705.0,1840.0,1850.0,7.0,80.0,13
Toyota,1789999,49000,Petrol,Automatic,Delhi,Maroon,Second,Individual,2694,164,245,RWD,4735.0,1830.0,1795.0,7.0,65.0,8
Hyundai,240000,64000,Petrol,Manual,Faizabad,White,First,Individual,998,68,94,FWD,3515.0,1500.0,1510.0,5.0,32.0,12
Honda,935000,56000,Diesel,Manual,Hyderabad,White,First,Individual,1498,99,200,FWD,3990.0,1680.0,1505.0,5.0,35.0,6
Maruti Suzuki,775000,39000,Petrol,Automatic,Mumbai,Red,First,Individual,1197,82,113,FWD,3995.0,1745.0,1510.0,5.0,37.0,7
Mahindra,950000,55000,Diesel,Manual,Patna,White,Second,Individual,1997,120,280,RWD,4456.0,1820.0,1995.0,8.0,60.0,8
Hyundai,549000,53000,Petrol,Automatic,Hyderabad,White,Second,Individual,1197,81,114,FWD,3765.0,1660.0,1520.0,5.0,43.0,7
Maruti Suzuki,645000,1374,CNG,Manual,Mumbai,Grey,First,Individual,1196,73,101,RWD,3675.0,1475.0,1800.0,5.0,40.0,4
Mercedes-Benz,3400000,68000,Diesel,Automatic,Hyderabad,White,First,Individual,1950,192,400,RWD,4686.0,1810.0,1442.0,5.0,66.0,7
Hyundai,645000,35000,Petrol,Manual,Mumbai,Grey,First,Individual,1197,82,115,FWD,3985.0,1734.0,1505.0,5.0,45.0,6
BMW,2600000,39000,Diesel,Automatic,Delhi,White,First,Individual,1995,190,400,RWD,4899.0,2094.0,1464.0,5.0,65.0,9
Audi,1375000,62000,Diesel,Automatic,Chennai,White,First,Individual,1968,177,380,FWD,4701.0,1826.0,1427.0,5.0,63.0,14
Honda,1340000,11000,Petrol,Automatic,Mumbai,Black,First,Individual,1497,117,145,FWD,4440.0,1695.0,1495.0,5.0,40.0,4
Maruti Suzuki,840000,11000,Petrol,Manual,Bangalore,White,First,Individual,1197,82,113,FWD,3840.0,1735.0,1530.0,5.0,37.0,5
Maruti Suzuki,525000,102000,Petrol,Manual,Salem,Grey,Second,Individual,1197,85,114,FWD,3995.0,1695.0,1555.0,5.0,42.0,11
Maruti Suzuki,625000,7000,Petrol,Manual,Hyderabad,Grey,First,Individual,1196,72,98,RWD,3675.0,1475.0,1825.0,7.0,40.0,3
Hyundai,215000,20000,Petrol,Manual,Mumbai,Grey,First,Individual,814,55,75,FWD,3495.0,1550.0,1500.0,5.0,32.0,13
Hyundai,595000,25000,Petrol,Manual,Hyderabad,Silver,First,Individual,1197,81,114,FWD,3765.0,1660.0,1520.0,5.0,43.0,6
Audi,4150000,22000,Petrol,Automatic,Delhi,White,First,Individual,1984,188,320,FWD,4762.0,1847.0,1433.0,5.0,54.0,3
Maruti Suzuki,750000,65000,Diesel,Manual,Hyderabad,Blue,First,Individual,1248,74,190,FWD,3840.0,1735.0,1530.0,5.0,37.0,7
Ford,550000,47000,Petrol,Manual,Indore,Black,First,Individual,1499,109,140,FWD,3999.0,1765.0,1708.0,5.0,52.0,12
Renault,450000,2000000,Diesel,Manual,Ranchi,White,First,Individual,1461,108,248,FWD,4315.0,1822.0,1695.0,5.0,50.0,9
Jaguar,2700000,45545,Diesel,Automatic,Chandigarh,Red,Second,Individual,1999,177,430,RWD,4795.0,1967.0,1416.0,5.0,56.0,7
Mercedes-Benz,6150000,18000,Diesel,Automatic,Chandigarh,Black,First,Individual,2987,255,620,AWD,4819.0,2141.0,1796.0,5.0,93.0,7
Volkswagen,565000,72782,Petrol,Manual,Bangalore,Grey,First,Individual,1198,74,110,FWD,3970.0,1682.0,1453.0,5.0,45.0,11
Maruti Suzuki,369000,16800,Petrol,Manual,Mumbai,Grey,First,Individual,998,67,90,FWD,3545.0,1490.0,1475.0,5.0,35.0,8
Toyota,1090000,40900,Petrol,Automatic,Pune,Red,First,Corporate,1496,106,140,FWD,4425.0,1730.0,1495.0,5.0,42.0,6
Honda,580000,39000,Petrol,Manual,Guwahati,White,First,Corporate,1199,89,110,FWD,3999.0,1734.0,1601.0,5.0,40.0,8
BMW,2199000,77000,Diesel,Automatic,Surat,Black,First,Individual,1995,184,350,RWD,4454.0,2044.0,1545.0,5.0,63.0,9
Mahindra,1251000,120000,Diesel,Manual,Ranchi,Black,Second,Individual,2179,140,320,RWD,4456.0,1820.0,1995.0,7.0,60.0,7
Honda,540000,38700,Petrol,Manual,Meerut,Maroon,First,Individual,1198,87,109,FWD,3990.0,1680.0,1505.0,5.0,35.0,8
Maruti Suzuki,1245000,7239,Petrol,Manual,Udupi,White,First,Individual,1462,103,138,FWD,4445.0,1775.0,1700.0,6.0,45.0,4
BMW,4749000,14000,Petrol,Automatic,Mumbai,White,First,Individual,1998,248,350,RWD,4633.0,1811.0,1429.0,5.0,57.0,5
Hyundai,365000,76000,Petrol,Manual,Ernakulam,White,First,Individual,1197,81,114,FWD,3765.0,1660.0,1520.0,5.0,43.0,11
BMW,4300000,11000,Diesel,Automatic,Pune,Blue,First,Individual,1995,188,400,FWD,4526.0,1800.0,1420.0,5.0,50.0,5
Maruti Suzuki,825000,81300,Diesel,Manual,Ludhiana,White,First,Individual,1248,89,200,FWD,3995.0,1790.0,1640.0,5.0,48.0,6
Volkswagen,325000,76000,Diesel,Manual,Lucknow,White,First,Individual,1598,103,250,FWD,3970.0,1682.0,1453.0,5.0,45.0,12
Tata,400000,91460,Petrol,Manual,Kanpur,Black,First,Individual,1199,84,114,FWD,3746.0,1647.0,1535.0,5.0,35.0,7
Land Rover,3600000,45000,Diesel,Automatic,Delhi,Blue,First,Individual,1999,177,430,AWD,4360.0,2120.0,1635.0,5.0,57.0,7
Mahindra,671000,47000,Diesel,Manual,Patna,White,First,Individual,2179,120,290,RWD,4430.0,1817.0,1975.0,8.0,60.0,12
Mercedes-Benz,3400000,50000,Diesel,Automatic,Delhi,Blue,First,Individual,2143,168,400,AWD,4656.0,1890.0,1639.0,5.0,66.0,7
Volkswagen,775000,60500,Petrol,Automatic,Surat,White,First,Individual,1197,103,175,FWD,4390.0,1699.0,1467.0,5.0,55.0,8
Mercedes-Benz,2150000,81000,Diesel,Automatic,Ahmedabad,Grey,First,Individual,2987,234,535,AWD,4781.0,1911.0,1774.0,5.0,95.0,11
MINI,3590000,19759,Diesel,Automatic,Coimbatore,Blue,First,Individual,1496,114,270,FWD,3982.0,1727.0,1425.0,5.0,44.0,5
Toyota,375000,77000,Petrol,Manual,Faridabad,Silver,First,Individual,1794,132,170,FWD,4540.0,1760.0,1480.0,5.0,55.0,14
Hyundai,645000,58200,Petrol,Automatic,Mumbai,Silver,First,Individual,1591,121,158,FWD,4370.0,1700.0,1475.0,5.0,43.0,10
Toyota,11500000,4000,Hybrid,Automatic,Delhi,Black,First,Individual,2494,115,198,AWD,4935.0,1850.0,1895.0,7.0,58.0,3
Maruti Suzuki,509999,42000,Petrol,Manual,Bangalore,White,First,Individual,998,67,90,FWD,3600.0,1600.0,1560.0,5.0,35.0,10
Hyundai,545000,63000,Petrol,Automatic,Mumbai,Silver,First,Individual,1797,147,177,FWD,4530.0,1775.0,1470.0,5.0,56.0,12
Honda,835000,42855,Petrol,Manual,Pune,Brown,First,Individual,1497,117,145,FWD,4440.0,1695.0,1495.0,5.0,40.0,7
Renault,960000,24000,Diesel,Manual,Bangalore,Brown,First,Individual,1461,84,200,FWD,4315.0,1822.0,1695.0,5.0,50.0,7
Maruti Suzuki,540000,34000,Petrol,Manual,Chennai,White,First,Individual,998,67,90,FWD,3695.0,1600.0,1560.0,5.0,35.0,6
Kia,1475000,9500,Petrol,Manual,Delhi,White,First,Individual,1497,113,144,FWD,4315.0,1800.0,1637.0,5.0,50.0,3
Jaguar,3600000,32000,Diesel,Automatic,Pune,Brown,Second,Individual,2993,271,600,RWD,5252.0,1899.0,1457.0,5.0,83.0,11
Hyundai,1175000,97000,Diesel,Manual,Jaipur,White,First,Individual,1582,126,260,FWD,4375.0,1700.0,1475.0,5.0,43.0,7
Hyundai,475000,72900,Petrol,Automatic,Mumbai,Blue,Second,Individual,1591,121,158,FWD,4370.0,1700.0,1475.0,5.0,43.0,11
Audi,9900000,28000,Petrol,Automatic,Hyderabad,Silver,First,Individual,2995,335,500,AWD,4986.0,1995.0,1705.0,5.0,85.0,4
Maruti Suzuki,650000,6000,Petrol,Manual,Delhi,White,First,Individual,1197,89,113,FWD,3845.0,1735.0,1530.0,5.0,37.0,3
BMW,6100000,24500,Diesel,Automatic,Mumbai,Red,First,Corporate,2993,260,620,AWD,4752.0,1918.0,1621.0,5.0,68.0,4
Hyundai,370000,41000,Petrol,Automatic,Pune,White,First,Individual,1197,79,112,FWD,3585.0,1595.0,1550.0,5.0,35.0,12
Honda,875000,50000,Petrol,Manual,Patna,Silver,First,Individual,1497,117,145,FWD,4440.0,1695.0,1495.0,5.0,40.0,7
Maruti Suzuki,695000,66000,Diesel,Automatic,Warangal,Red,First,Individual,1248,74,190,FWD,3995.0,1735.0,1515.0,5.0,37.0,7
Tata,2275000,38000,Diesel,Automatic,Mumbai,Black,First,Individual,1956,168,350,FWD,4598.0,1894.0,1706.0,5.0,50.0,3
Jeep,2700000,17000,Petrol,Automatic,Delhi,Blue,First,Individual,1368,161,250,FWD,4405.0,1818.0,1640.0,5.0,60.0,4
Hyundai,545000,74000,Diesel,Manual,Mohali,Grey,First,Individual,1582,126,260,FWD,4370.0,1700.0,1475.0,5.0,43.0,11
Skoda,1099000,20690,Petrol,Automatic,Bangalore,Red,First,Individual,1598,104,153,FWD,4413.0,1699.0,1466.0,5.0,55.0,7
Hyundai,1125000,40000,Diesel,Manual,Ludhiana,White,First,Individual,1582,126,260,FWD,4375.0,1700.0,1475.0,5.0,43.0,6
Hyundai,1299000,50000,Petrol,Automatic,Mumbai,White,First,Individual,1591,122,154,FWD,4270.0,1780.0,1630.0,5.0,60.0,7
BMW,10800000,20000,Petrol,Automatic,Chandigarh,Red,First,Individual,2998,335,450,AWD,4935.0,2004.0,1696.0,5.0,83.0,4
Maruti Suzuki,1190000,47248,Petrol,Automatic,Jaipur,Blue,First,Individual,1462,103,138,FWD,4445.0,1775.0,1700.0,6.0,45.0,5
Tata,795000,9000,Petrol,Automatic,Pune,Brown,First,Individual,1199,84,113,FWD,3993.0,1677.0,1532.0,5.0,35.0,4
Hyundai,459999,78000,Diesel,Manual,Ahmedabad,White,Second,Individual,1582,126,260,FWD,4370.0,1700.0,1475.0,5.0,43.0,12
Audi,3400000,51000,Diesel,Automatic,Hyderabad,Red,First,Individual,1968,190,400,FWD,4933.0,1874.0,1455.0,5.0,75.0,7
Hyundai,1050000,34841,Petrol,Manual,Hyderabad,White,First,Individual,1591,122,151,FWD,4270.0,1780.0,1665.0,5.0,55.0,7
Hyundai,385000,46000,Petrol,Manual,Hyderabad,Maroon,First,Individual,1197,83,113,FWD,3995.0,1710.0,1505.0,5.0,45.0,11
Honda,585000,61000,Diesel,Manual,Ranchi,Grey,First,Individual,1498,99,200,FWD,4440.0,1695.0,1495.0,5.0,40.0,10
Audi,1650000,55000,Diesel,Automatic,Mumbai,White,First,Individual,1968,141,320,FWD,4456.0,1796.0,1416.0,5.0,50.0,11
Maruti Suzuki,625000,58736,Petrol,Manual,Kollam,Blue,First,Individual,1197,83,115,FWD,3850.0,1695.0,1530.0,5.0,42.0,5
Maruti Suzuki,910000,34000,Petrol,Manual,Delhi,Blue,First,Individual,1462,103,138,FWD,4490.0,1730.0,1485.0,5.0,43.0,6
Mahindra,1275000,47000,Diesel,Manual,Ranchi,White,First,Individual,2179,153,360,FWD,4585.0,1890.0,1785.0,7.0,70.0,7
